date,date_precision,kind,title,actor,notes,source,confidence
2003-05-25,day,presidency_start,Asume Néstor Carlos Kirchner,Presidente (FPV/PJ),Modo de acceso: election_presidential. Asume tras el retiro de Menem del ballotage de 2003.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2007-10-28,day,election_presidential,Elección presidencial de 2007,Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),Padron: 27.137.828. Votos totales: 20.673.170. Participacion: 76.18%. Top 3 (sobre votos validos): Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria) 45.29% (votos validos); Carrió - Giustiniani (Alianza Confederacion Coalicion Civica) 23.04% (votos validos); Lavagna - Morales (Alianza Concertacion Una Nacion Avanzada) 16.91% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
2007-12-10,day,presidency_end,Cesa Néstor Carlos Kirchner,Presidente (FPV/PJ),Modo de salida: term_end. Asume tras el retiro de Menem del ballotage de 2003.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2007-12-10,day,presidency_start,Asume Cristina Fernández de Kirchner (1er mandato),Presidenta (FPV/PJ),Modo de acceso: election_presidential.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2011-10-23,day,election_presidential,Elección presidencial de 2011,Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria),Padron: 28.918.335. Votos totales: 22.956.385. Participacion: 79.38%. Top 3 (sobre votos validos): Fernández De Kirchner - Boudou (Alianza Frente Para La Victoria) 54.11% (votos validos); Binner - Morandini (Alianza Frente Amplio Progresista) 16.81% (votos validos); Alfonsin - González Fraga (Alianza Unión Para El Desarrollo Social) 11.14% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
2011-10-31,day,currency_regime_change,Instauración del 'cepo cambiario' (2011),Gobierno de Cristina Fernández de Kirchner,Restricciones a la compra de moneda extranjera tras la reelección de 2011.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
2011-12-10,day,presidency_end,Cesa Cristina Fernández de Kirchner (1er mandato),Presidenta (FPV/PJ),Modo de salida: term_end.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2011-12-10,day,presidency_start,Asume Cristina Fernández de Kirchner (2do mandato),Presidenta (FPV/PJ),Modo de acceso: election_presidential. Reelecta en 2011.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2014-07-30,day,default,Default técnico de 2014 (litigio con fondos buitre),Gobierno de Cristina Fernández de Kirchner,Argentina no puede pagar a bonistas reestructurados por la medida cautelar del juez Thomas Griesa (NY) a favor de holdouts.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2015-10-25,day,election_presidential,Elección presidencial de 2015 (primera vuelta),Scioli - Zaninni (Alianza Frente Para La Victoria),Padron: 32.130.853. Votos totales: 26.048.446. Participacion: 81.07%. Top 3 (sobre votos validos): Scioli - Zaninni (Alianza Frente Para La Victoria) 37.08% (votos validos); Macri - Michetti (Alianza Cambiemos) 34.15% (votos validos); Massa - Saenz (Alianza Unidos Por Una Nueva Alternativa) 21.39% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
2015-11-22,day,election_presidential,Ballotage presidencial de 2015,Macri - Michetti (Alianza Cambiemos),Padron: 32.130.853. Votos totales: 25.952.906. Participacion: 80.77%. Top 3 (sobre votos validos): Macri - Michetti (Alianza Cambiemos) 51.34% (votos validos); Scioli - Zaninni (Alianza Frente Para La Victoria) 48.66% (votos validos); Massa - Saenz (Alianza Unidos Por Una Nueva Alternativa) 0.0% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
2015-12-10,day,presidency_end,Cesa Cristina Fernández de Kirchner (2do mandato),Presidenta (FPV/PJ),Modo de salida: term_end. Reelecta en 2011.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2015-12-10,day,presidency_start,Asume Mauricio Macri,Presidente (Cambiemos/PRO),Modo de acceso: election_presidential. Gana el ballotage de 2015; crisis cambiaria y acuerdo récord con el FMI en 2018.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2018-06-20,day,imf_agreement,Acuerdo Stand-By récord con el FMI (USD 57.000 M),Gobierno de Mauricio Macri,"El mayor préstamo de la historia del FMI hasta entonces, tras la corrida cambiaria de 2018.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2019-09-01,day,currency_regime_change,Reinstauración de controles cambiarios (2019),Gobierno de Mauricio Macri,Controles de capitales tras la corrida cambiaria posterior a las PASO de agosto de 2019.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2019-10-27,day,election_presidential,Elección presidencial de 2019,Fernández - Fernández De Kirchner (Frente De Todos),Padron: 34.229.969. Votos totales: 27.545.903. Participacion: 80.47%. Top 3 (sobre votos validos): Fernández - Fernández De Kirchner (Frente De Todos) 48.24% (votos validos); Macri - Pichetto (Juntos Por El Cambio) 40.28% (votos validos); Lavagna - Urtubey (Consenso Federal) 6.15% (votos validos).,"PoliticaArgentina/data_warehouse (GitHub, electorAr/data/escrutinios_definitivos), descargado el 2026-09-15: https://github.com/PoliticaArgentina/data_warehouse",high
2019-12-10,day,presidency_end,Cesa Mauricio Macri,Presidente (Cambiemos/PRO),Modo de salida: term_end. Gana el ballotage de 2015; crisis cambiaria y acuerdo récord con el FMI en 2018.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2019-12-10,day,presidency_start,Asume Alberto Ángel Fernández,Presidente (Frente de Todos/PJ),Modo de acceso: election_presidential. Pandemia de COVID-19 (2020) y sequía histórica (2023) durante su mandato.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2020-03-20,day,pandemic,Aislamiento Social Preventivo y Obligatorio (ASPO) por COVID-19,Gobierno de Alberto Fernández,"Cuarentena nacional estricta desde el 20-mar-2020, una de las más extensas del mundo.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2020-09-04,day,default,Reestructuración de la deuda soberana en dólares de 2020,Gobierno de Alberto Fernández / Martín Guzmán,Canje de bonos tras meses de default selectivo (mayo 2020) por atrasos de pago.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2022-03-25,day,imf_agreement,Acuerdo de Facilidades Extendidas con el FMI,Gobierno de Alberto Fernández,Refinancia el stand-by de 2018; aprobado por el Congreso en marzo de 2022.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2023-01-01,year,other,Sequía histórica 2022/2023,Sector agropecuario,La peor sequía en al menos 60 años reduce fuertemente la cosecha de soja y maíz y los ingresos por retenciones y divisas.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2023-10-22,day,election_presidential,Elección presidencial de 2023 (primera vuelta),—,"Ninguna fórmula alcanza el piso para ganar en primera vuelta; define ballotage. Top 3 (aprox., fuente secundaria): Sergio Massa (Unión por la Patria) 36.7%; Javier Milei (La Libertad Avanza) 30.0%; Patricia Bullrich (Juntos por el Cambio) 23.8%. Participacion aprox.: 77.7%.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
2023-11-19,day,election_presidential,Ballotage presidencial de 2023,Javier Milei (La Libertad Avanza),"Milei gana el primer ballotage presidencial ganado por una fuerza libertaria en Argentina. Top 3 (aprox., fuente secundaria): Javier Milei (La Libertad Avanza) 55.7%; Sergio Massa (Unión por la Patria) 44.3%; — nd%. Participacion aprox.: 76.3%.","general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",medium
2023-12-10,day,presidency_end,Cesa Alberto Ángel Fernández,Presidente (Frente de Todos/PJ),Modo de salida: term_end. Pandemia de COVID-19 (2020) y sequía histórica (2023) durante su mandato.,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
2023-12-10,day,presidency_start,Asume Javier Gerardo Milei,Presidente (LLA),Modo de acceso: election_presidential. Presidente en funciones al cierre de esta cronología (2023).,"general_knowledge (hecho publico, pendiente de revision independiente segun PLAN_ARGENTINA.md #0.2)",high
